ContactID,FriendlyName,Text,StartTime,EndTime,Duration,EntityType,Description,RegulatoryCompliance,SpeakerID,SpeakerName
16363825,null,redactcc,583.2,584.5,1.3,null,null,null,1,Agent
16363825,null,redactcc,680.7,681.9,1.2,null,null,null,1,Agent
16363825,null,redactcc,689.5,695.8,6.3,null,null,null,1,Agent
16363825,null,redactcc,789.8,791,1.2,null,null,null,1,Agent
16363827,null,redactcc,124.4,125.1,0.7,null,null,null,1,Agent
16363828,null,redactcc,206.7,207.5,0.8,null,null,null,1,Agent
16363828,null,redactcc,207.8,208.4,0.6,null,null,null,1,Agent
16363828,null,redactcc,212,212.7,0.7,null,null,null,1,Agent
16363828,null,redactexp,523.1,523.3,0.2,null,null,null,1,Agent
16363828,null,redactcc,783.6,785.5,1.9,null,null,null,1,Agent
16363828,null,redactcc,808.2,813.3,5.1,null,null,null,1,Agent
16363830,null,redactcc,1236.3,1237.4,1.1,null,null,null,1,Agent
16363831,null,redactexp,27.6,29.4,1.8,null,null,null,1,Agent
16363831,null,redactcc,109,110.2,1.2,null,null,null,1,Agent
16363832,null,redactcc,1178.1,1178.7,0.6,null,null,null,1,Agent
16363833,null,redactcc,317.9,318.8,0.9,null,null,null,1,Agent
16363833,null,redactcvvwd,362.8,364.2,1.4,null,null,null,1,Agent
16363835,null,redactssn,563.2,565.1,1.9,null,null,null,1,Agent
16363835,null,redactssn,587.3,588.5,1.2,null,null,null,1,Agent
16363839,null,redactcc,279.6,281.3,1.7,null,null,null,1,Agent
16363839,null,redactexpwd,292.9,329.1,36.2,null,null,null,1,Agent
16363840,null,redactacct,141,142.6,1.6,null,null,null,1,Agent
16363840,null,redactacct,142.6,144,1.4,null,null,null,1,Agent
16363840,null,redactacct,144,145.5,1.5,null,null,null,1,Agent
16363840,null,redactacct,145.5,147.4,1.9,null,null,null,1,Agent
16363840,null,redactcc,693.6,694.1,0.5,null,null,null,1,Agent
16363840,null,redactcc,699.7,700.3,0.6,null,null,null,1,Agent
16363840,null,redactcc,1544.2,1544.6,0.4,null,null,null,1,Agent
16363841,null,redactcc,991.4,992,0.6,null,null,null,1,Agent
16363842,null,redactcc,591,592.2,1.2,null,null,null,1,Agent
16363842,null,redactcc,594.8,596.3,1.5,null,null,null,1,Agent
16363842,null,redactcc,606.4,607.5,1.1,null,null,null,1,Agent
16363844,null,redactcc,70.5,71.8,1.3,null,null,null,1,Agent
16363844,null,redactcvvwd,137.1,147.3,10.2,null,null,null,1,Agent
16363846,null,redactcc,545.6,546.1,0.5,null,null,null,1,Agent
16363846,null,redactcc,798.2,800,1.8,null,null,null,1,Agent
16363846,null,redactcc,813.1,814.7,1.6,null,null,null,1,Agent
16363846,null,redactcc,814.7,816.1,1.4,null,null,null,1,Agent
16363846,null,redactcc,816.1,817.6,1.5,null,null,null,1,Agent
16363848,null,redactcvvwd,199.2,205.7,6.5,null,null,null,1,Agent
16363848,null,redactcvvwd,209.6,214.3,4.7,null,null,null,1,Agent
16363848,null,redactexp,225,226.2,1.2,null,null,null,1,Agent
16363848,null,redactcc,475.5,477.2,1.7,null,null,null,1,Agent
16363849,null,redactcc,1072.3,1073.6,1.3,null,null,null,1,Agent
16363851,null,redactcc,284.8,287,2.2,null,null,null,1,Agent
16363854,null,redactcc,131.7,132.3,0.6,null,null,null,1,Agent
16363857,null,redactacct,46,47.4,1.4,null,null,null,1,Agent
16363859,null,redactcc,940.4,941.6,1.2,null,null,null,1,Agent
16363859,null,redactcc,947.8,948.6,0.8,null,null,null,1,Agent
16363864,null,redactexp,130.2,131,0.8,null,null,null,1,Agent
16363864,null,redactexp,131.1,133,1.9,null,null,null,1,Agent
16363866,null,redactcc,163.9,165.1,1.2,null,null,null,1,Agent
16363866,null,redactcc,167.4,170.7,3.3,null,null,null,1,Agent
16363866,null,redactcvvwd,228.1,238.5,10.4,null,null,null,1,Agent
16363866,null,redactcc,321.8,323,1.2,null,null,null,1,Agent
16363867,null,redactcc,746.4,747.8,1.4,null,null,null,1,Agent
16363868,null,redactcc,370.8,372,1.2,null,null,null,1,Agent
16363870,null,redactcc,313.9,314.8,0.9,null,null,null,1,Agent
16363871,null,redactccback,83.9,84.7,0.8,null,null,null,1,Agent
16363871,null,redactccback,85.5,86.6,1.1,null,null,null,1,Agent
16363871,null,redactccback,87,88.1,1.1,null,null,null,1,Agent
16363871,null,redactexp,97.6,98.6,1,null,null,null,1,Agent
16363871,null,redactexp,98.6,100,1.4,null,null,null,1,Agent
16363871,null,redactexp,100,101.8,1.8,null,null,null,1,Agent
16363871,null,redactcc,605.2,606.6,1.4,null,null,null,1,Agent
16363871,null,redactcc,618.3,619.5,1.2,null,null,null,1,Agent
16363871,null,redactcc,619.5,619.8,0.3,null,null,null,1,Agent
16363872,null,redactcvv,153.6,155.5,1.9,null,null,null,1,Agent
16363872,null,redactssn,660.7,662.4,1.7,null,null,null,1,Agent
16363872,null,redactssn,662.4,663,0.6,null,null,null,1,Agent
16363872,null,redactssn,673.8,674.5,0.7,null,null,null,1,Agent
16363872,null,redactssn,675.5,678.8,3.3,null,null,null,1,Agent
16363878,null,redactexp,120.5,120.9,0.4,null,null,null,1,Agent
16363878,null,redactexp,121.3,121.8,0.5,null,null,null,1,Agent
